No.;;;;;Load;Member Load Parameters;;;;;;;;;;;;;;;;;;
;Assigned to Members No.;Load Type;Load Distribution;Coordinate System;Direction;p [kN/m];;;;;;;;;;;;;;;;;Options;Comment
143;95;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
144;96;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
145;97;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
146;98;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
147;99;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
148;100;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
149;119;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
150;120;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
151;124;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
152;125;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
153;126;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
154;127;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
155;134;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
156;136;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
157;137;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
158;138;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
159;139;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
160;140;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
161;141;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
162;150;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
163;151;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
164;152;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
165;153;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
166;160;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
167;162;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
168;163;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
169;164;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
170;165;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
171;166;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
172;167;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
173;176;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
174;177;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
175;178;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
176;179;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
177;186;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
178;188;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
179;189;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
180;190;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
181;191;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
182;192;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
183;193;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
184;202;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
185;203;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
186;204;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
187;205;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
188;212;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
189;214;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
190;215;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
191;216;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
192;217;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
193;218;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
194;219;Force;Varying;5 - 3 Points | Load Wizard | Wind Load No. 1 | 10.000, 0.000, -5.000 m | 9.960, 0.999, -4.996 m | 10.100, 0.000, -4.005 m;W_L;;;;;;;;;;;;;;;;;;;
